id,imena,žanri,jeziki,št poglavij
2299,DearS,"['Comedy', 'Ecchi', 'Romance']",JA,45.2
2300,Death God,"['Action', 'Drama', 'Historical']",EN,11
2301,Death March Kara Hajimaru Isekai Kofuku Kyoku,"['Adventure', 'Comedy', 'Fantasy']",JA,13
2302,Death March to the Parallel World Rhapsody,['Fantasy'],EN,95
2303,Death Note,"['Drama', 'Mystery', 'Psychological']",EN,108
2304,Death Note (Colored Edition),"['Drama', 'Mystery', 'Psychological']",EN,108
2305,Death Note: Special One-Shot,"['Drama', 'Mystery', 'Psychological']",EN,1
2306,Death of a Pop Star,['Romance'],EN,48
2307,Death Phase Detective,"['Horror', 'Mystery', 'Seinen']",JA,10
2308,Death Row Boy,"['Action', 'Drama', 'Psychological']",EN,50
2309,Death Sweeper,"['Drama', 'Horror', 'Psychological']",EN,43
2310,Death's Game,"['Drama', 'Fantasy', 'Psychological']",EN,7
2311,Death's Reflection,['Horror'],EN,4
2312,Death: Rescheduled,['Thriller'],EN,51
2313,Deathbound Duke's Daughter and the Seven Noblemen,"['Adventure', 'Fantasy', 'Magic']",EN,21
2314,Deathco,"['Action', 'Seinen']",EN,46
2315,Deathcord,"['Drama', 'Horror', 'Mystery']",EN,21
2316,Deathdeus: Hero of the Dead,"['Action', 'Ecchi', 'Shounen']",JA,13
2317,Deathtopia,"['Action', 'Ecchi', 'Psychological']",EN,66
2318,Deatte hito Tsuki de Zecchou Jorei!,"['Comedy', 'Ecchi', 'Romance']",EN,34
2319,Debby the Corsifa is Emulous,"['Comedy', 'Demons', 'Ecchi']",EN,70
2320,December Rain,"['Drama', 'Romance', 'Yaoi']",EN,49.5
2321,Decide to Hero or Devil,"['Comedy', 'Fantasy', 'Shounen']",EN,11
2322,DEEMO -Prelude-,"['Drama', 'Fantasy', 'Josei']",EN,7
2323,DEEMO: Sakura Note,['Fantasy'],EN,0
2324,DEEP,['Thriller'],EN,5
2325,Deep,"['Drama', 'Fantasy', 'Romance']",EN,36
2326,Deep Insanity,"['Action', 'Adventure', 'Drama']",EN,32
2327,Deep Love: Real,"['Drama', 'Psychological', 'Seinen']",JA,189
2328,Deep Purple,"['Historical', 'Romance']",EN,17
2329,Deep Sea Aquarium MagMell,"['Seinen', 'Slice of Life']",EN,37
2330,Defects,['Fantasy'],EN,55
2331,Defying Kurosaki-kun,"['Drama', 'Romance', 'Shoujo']",EN,75.2
2332,Degausser,"['Action', 'Drama', 'Sci-Fi']",EN,32
2333,Dekin no Mogura,"['Comedy', 'Mystery', 'Seinen']",EN,15
2334,Dekinai Futari,"['Comedy', 'Drama', 'Romance']",EN,21
2335,Dekoboko Sugar Days,"['School', 'Yaoi']",EN,5.3
2336,Delicious in Dungeon,"['Comedy', 'Fantasy', 'Seinen']",EN,95
2337,Delivery Knight,"['Action', 'Sci-Fi', 'Supernatural']",EN,89
2338,Delusion,"['Drama', 'Historical', 'Horror']",EN,7
2339,Demi-human harem built by members of society,"['Harem', 'School', 'Slice of Life']",EN,3
2340,Demolition Man Gen,"['Seinen', 'Slice of Life']",JA,832
2341,Demon City Hunter,"['Action', 'Adventure', 'Demons']",EN,6
2342,Demon in Mount Hua,"['Action', 'Drama', 'Fantasy']",EN,30
2343,Demon Instructor at the Royal Academy of Magic,"['Action', 'Adventure', 'Demons']",EN,6
2344,Demon King Cheat System,['Action'],EN,36
2345,Demon King's Demon Resources,"['Comedy', 'Demons', 'Fantasy']",EN,12
2346,Demon Knight,"['Demons', 'Fantasy']",EN,3
2347,Demon Lord Dante,"['Demons', 'Fantasy', 'Horror']",JA,0
2348,Demon Lord Exchange!!,"['Adventure', 'Comedy', 'Fantasy']",EN,3
2349,"Demon Lord, Retry! R","['Action', 'Adventure', 'Fantasy']",EN,31
2350,Demon Lord’s Martial Arts Ascension,"['Action', 'Adventure', 'Demons']",EN,46
2351,Demon Love Spell,"['Comedy', 'Romance', 'Shoujo']",EN,14
2352,Demon Queen,"['Comedy', 'Fantasy', 'Romance']",EN,17
2353,Demon Slayer (Colored Edition),"['Action', 'Comedy', 'Demons']",EN,205
2354,Demon Slayer: Kimetsu no Yaiba,"['Action', 'Demons', 'Historical']",EN,205.5
2355,Demon Slayer: Kimetsu no Yaiba - Stories of Water and Flame,"['Action', 'Adventure', 'Comedy']",EN,4.5
2356,Demon Tune,"['Action', 'Demons', 'Fantasy']",EN,16
2357,Demon Wolf Husband Needs Discipline,"['Drama', 'Fantasy', 'Magic']",EN,291
2358,"Demon X Angel, Can’T Get Along!","['Comedy', 'Fantasy', 'Romance']",EN,76
2359,Demon's Sword Master of Excalibur School,"['Action', 'Fantasy', 'School']",EN,30
2360,Demonic Awakening,"['Action', 'Adventure', 'Fantasy']",EN,8
2361,Demonic Detective Neuro Nougami,"['Mystery', 'Shounen', 'Supernatural']",EN,202
2362,Demonic Detective Neuro Nougami (Colored Edition),"['Mystery', 'Shounen', 'Supernatural']",JA,202.5
2363,Demonic fairy,"['Adventure', 'Fantasy']",EN,186
2364,Demonic Housekeeper,"['Action', 'Adventure', 'Comedy']",EN,265
2365,Demonic Master of Mount Kunlun,"['Action', 'Drama', 'Fantasy']",EN,22
2366,Demons Star,"['Action', 'Adventure', 'Shounen']",JA,26
2367,Demons' Crest,"['Action', 'Drama', 'Sci-Fi']",EN,26
2368,"Demoted to a Teacher, the Strongest Sage Raises an Unbeatable Class","['Fantasy', 'School']",EN,36
2369,Dengeki Daisy,"['Comedy', 'Drama', 'Romance']",JA,80
2370,Denjin N,"['Drama', 'Mystery', 'Psychological']",EN,37
2371,Denounce,['Romance'],EN,21
2372,Deokure Tamer no Sono Higurashi,"['Fantasy', 'Game', 'Slice of Life']",JA,48
2373,Deor,['Fantasy'],EN,94
2374,Department Of Corporate Slave Rabbits,"['Comedy', 'Seinen']",EN,70.5
2375,Depths of Malice,"['Drama', 'Fantasy', 'Josei']",EN,3
2376,Der Werwolf - The Annals of Veight -Origins,"['Action', 'Adventure', 'Drama']",EN,40.5
2377,Descended from Divinity,"['Action', 'Fantasy']",EN,70
2378,Descending Stories: Showa Genroku Rakugo Shinju,"['Drama', 'Josei']",EN,31
2379,Designated Bully,['Action'],EN,5
2380,Desire Climax,"['Drama', 'Romance', 'Shoujo']",JA,48
2381,Desire©MAX (Colored Edition),"['Drama', 'Romance', 'Shoujo']",JA,48
2382,Despair Memory Gundam Sequel,"['Action', 'Mecha', 'Sci-Fi']",EN,13
2383,"Despite Coming From the Abyss, I Will Save Humanity","['Action', 'Adventure', 'Comedy']",EN,95
2384,Dessert Eagle,"['Drama', 'Shounen']",EN,40
2385,Destined to be Empress,"['Fantasy', 'Historical', 'Romance']",EN,68
2386,Destined To Meet On The Trends,['Shounen Ai'],EN,77
2387,Destiny Lovers,['Ecchi'],JA,138
2388,Devil King,"['Sci-Fi', 'Seinen']",EN,16
2389,Devil May Cry 5 -Visions Of V-,"['Action', 'Demons', 'Supernatural']",EN,36
2390,Devil Number 4,"['Demons', 'Romance', 'Supernatural']",EN,7
2391,Devil of the Victory,"['Comedy', 'Gender Bender', 'Romance']",JA,15
2392,Devil Returns To School Days,"['Action', 'Drama']",EN,20
2393,Devil Survivor,"['Action', 'Adventure', 'Demons']",JA,0
2394,Devilchi,"['Comedy', 'Ecchi', 'Romance']",EN,115
2395,Devilish Girlfriend,"['Action', 'Adventure', 'Comedy']",EN,125
2396,Devilish Romance,"['Comedy', 'Fantasy', 'Romance']",EN,96
2397,Devilman Saga,"['Action', 'Drama', 'Horror']",EN,81
2398,Devils and Realist,"['Comedy', 'Demons', 'Fantasy']",EN,94.5
2399,Devils' Line,"['Action', 'Drama', 'Romance']",EN,69.5
2400,Devil’s Advent,"['Action', 'Adventure', 'Comedy']",EN,24
2401,DEVOURING REALM,"['Action', 'Fantasy']",EN,219
2402,Dhm - Dungeon + Harem + Master,"['Action', 'Adventure', 'Ecchi']",EN,18
2403,Diabolo,"['Horror', 'Shoujo', 'Supernatural']",JA,16
2404,Diamond Dust,"['Drama', 'Music', 'Psychological']",EN,40
2405,Diamond in the Rough,"['Action', 'Adventure', 'Fantasy']",EN,62
2406,Diamond no Ace - Act II,"['Comedy', 'Drama', 'Shounen']",EN,308
2407,Diana Is a Strange Mermaid,"['Comedy', 'Fantasy', 'Romance']",EN,11
2408,Diary of a Quiet Life,"['Historical', 'Seinen', 'Slice of Life']",EN,33
2409,Diary of the Reflected Rabbit,"['Historical', 'Seinen', 'Supernatural']",EN,55.1
2410,DICE: The Cube that Changes Everything,"['Action', 'Drama', 'Fantasy']",EN,388
2411,Did the Goddess Survive Today?,"['Drama', 'Fantasy', 'Romance']",EN,25
2412,Did You Know That A Playboy Can Change His Job To A Sage? ~The Level 99 Jester Expelled From The Heroes' Party Will Become A 'great Sage'~,"['Adventure', 'Comedy', 'Ecchi']",EN,53
2413,Did Yuanbao Make Money Today?,"['Historical', 'Romance', 'Shoujo']",EN,9
2414,Didn't I Say to Make My Abilities Average in the Next Life?!,"['Comedy', 'Fantasy', 'Magic']",EN,5
2415,Didn't I Say to Make My Abilities Average in the Next Life?! Everyday Misadventures!,"['Adventure', 'Comedy', 'Fantasy']",EN,28
2416,Die by my love,['Romance'],EN,12
2417,Die Wergelder,"['Action', 'Martial Arts', 'Seinen']",EN,40.5
2418,Die! The Island of Giant Insects,['Horror'],EN,25
2419,Diego!,"['Shounen', 'Sports']",JA,9
2420,"Different Country Diary, Foreign Country Diary","['Drama', 'Josei', 'Slice of Life']",EN,54
2421,Different Kings,"['Action', 'Comedy', 'Fantasy']",EN,274
2422,Different World Foundation,['Fantasy'],EN,59
2423,Different World Slow Life Begun at the Smith,"['Adventure', 'Comedy', 'Fantasy']",EN,18
2424,"Different World's Nanpa, Fantasy World Pickup Artis, Isekai Nanpa: Mushoku Hikikomori no Ore ga Sukiru wo Kushi Shite Neko Ningen ya Fuka Uchuu Dragon ni Koe wo Katte Mimashita","['Action', 'Adventure', 'Comedy']",JA,54
2425,Digimon Adventure V-Tamer 01,"['Action', 'Adventure', 'Comedy']",EN,58
2426,Dignified asleep Saeki,"['Comedy', 'Romance', 'School']",JA,8
2427,Dimension W,"['Action', 'Sci-Fi', 'Seinen']",EN,116
2428,Dimensional Mercenary,"['Action', 'Adventure', 'Martial Arts']",EN,190
2429,Diner,"['Psychological', 'Seinen']",EN,158
2430,Dinghai Fusheng Records,"['Action', 'Adventure', 'Comedy']",EN,56
2431,Dinner for the Devil: The Otherworldly Chef and the Supreme Glutton Princess,"['Comedy', 'Fantasy', 'Shounen']",JA,40.5
2432,Dioti Manual: Gods act on love affair,"['Comedy', 'Romance', 'Shounen']",EN,23
2433,Disaster Fox Kuzure-chan,"['Comedy', 'Fantasy', 'Supernatural']",EN,26
2434,Disaster Shelter,"['Action', 'Adventure', 'Fantasy']",EN,0
2435,Disastrous Necromancer,"['Action', 'Drama', 'Fantasy']",EN,5
2436,Discommunication,"['Fantasy', 'Mystery', 'Romance']",JA,76
2437,Disconnected From Reality,"['Drama', 'Mystery', 'Psychological']",EN,31
2438,Discovering Love A Harlequin Romance Collection,['Romance'],EN,40
2439,Discovering Love: A Harlequin Romance Collection,['Romance'],EN,134
2440,"Disguised as a Butler, the Former Princess Evades the Prince’s Love!","['Drama', 'Romance']",EN,12
2441,"Disgusting Otaku, Become an Idol!","['Comedy', 'Slice of Life']",EN,58
2442,Disney Twisted Wonderland Comic Anthology,"['Comedy', 'Fantasy', 'Magic']",EN,21
2443,Disqualification from Another World,"['Adventure', 'Comedy', 'Fantasy']",EN,33
2444,Distant Sky,"['Action', 'Drama', 'Horror']",EN,113
2445,Divine Circumstances,['Romance'],EN,5
2446,Divine Contract: Starting With A Cat,"['Action', 'Adventure', 'Fantasy']",EN,5
2447,Divine Hero’s Skyfall System,"['Action', 'Fantasy', 'Romance']",EN,410
2448,Divine Scroll Destiny,"['Action', 'Adventure', 'Fantasy']",EN,5
2449,Divine Spirit Martial Emperor,"['Action', 'Adventure', 'Fantasy']",EN,268
2450,Divine Urban God,['Action'],EN,47
2451,Divorcing My Tyrant Husband,"['Comedy', 'Drama', 'Fantasy']",EN,3
2452,DMC: Detroit Metal City,"['Comedy', 'Drama', 'Seinen']",EN,113
2453,Do Da Dancin'!,"['Drama', 'Josei', 'Romance']",JA,41.2
2454,Do it this way if you wear the clothes,['Slice of Life'],EN,56.2
2455,Do It Yourself!!,"['Comedy', 'Slice of Life']",EN,5
2456,Do Not Fight,"['Romance', 'School', 'Shoujo']",EN,33
2457,Do not say mystery,"['Josei', 'Mystery']",EN,47
2458,Do Retry,"['Shounen', 'Sports']",EN,10
2459,Do you have what THE END? Are you busy? Shall you save xxx?,"['Drama', 'Fantasy', 'Romance']",EN,15
2460,Do You Know a Fairy?,"['Comedy', 'Fantasy', 'Romance']",EN,10
2461,Do you like a cringeworthy older woman?,"['Comedy', 'Seinen']",EN,100
2462,Do You Like Big Girls?,"['Ecchi', 'Harem', 'Romance']",EN,77
2463,Do You Like Fluffy Boobs?: Busty Girl Anthology Comic,"['Comedy', 'Ecchi']",EN,54
2464,Do You Love Your Mom and Her Two-Hit Multi-Target Attacks?,"['Adventure', 'Comedy', 'Fantasy']",EN,9.3
2465,Do You Remember,"['Mystery', 'Supernatural']",EN,42
2466,Do You Think Someone Like You Can Defeat the Demon King?,"['Action', 'Adventure', 'Drama']",EN,18
2467,Doctor Kirico: White Ghede,"['Action', 'Drama', 'Psychological']",EN,2
2468,Doctor Player,"['Action', 'Adventure', 'Fantasy']",EN,49
2469,Doctor’s Rebirth,"['Action', 'Fantasy', 'Martial Arts']",EN,121
2470,Documentary Of My Ex-Girlfriend Complex,"['Romance', 'Seinen']",JA,68
2471,Does a Hot Elf Live Next Door to You?,"['Comedy', 'Ecchi', 'Fantasy']",EN,37
2472,Does Humanity Need Civilization at the End of the World?,"['Action', 'Adventure', 'Comedy']",JA,21
2473,Dog & Scissors,"['Comedy', 'Mystery', 'Shounen']",EN,2
2474,Dog and Scum,"['Drama', 'Romance', 'Seinen']",EN,41.5
2475,Dog End,"['Action', 'Drama', 'Shounen']",nedoločen,0
2476,Dog Nigga,"['Action', 'Adventure', 'Comedy']",EN,34
2477,Dog Soldier,"['Action', 'Military', 'Seinen']",EN,47
2478,Dogs: Bullets & Carnage,"['Action', 'Drama', 'Seinen']",JA,94
2479,Doing His Best to Confess,"['Comedy', 'Romance', 'School']",EN,24
2480,Doku Mushi,['Thriller'],EN,33
2481,"Doku Oya ni Fukushuu shitai Akuyaku Reijou wa, Keiyaku Konyaku shita Kouri no Kikoushi ni Dekiaisareru","['Fantasy', 'Romance']",JA,2
2482,Dokumushi The Ruins Hotel,"['Action', 'Drama', 'Horror']",JA,29
2483,Dokuzetsu Shoujo Wa Amanojaku,"['Comedy', 'Romance', 'School']",JA,11
2484,Dokuzu na Kazou to Wakareru Houhou Tensai no Ane wa Jitsu wa Dame Onna. Munou to Iwareta Imouto wa Kyuukoku no Madoushi Datta,"['Drama', 'Fantasy', 'School']",JA,4
2485,Dolittle and the Sea,"['Josei', 'Romance']",JA,20
2486,Dolkara,"['Action', 'Comedy', 'Gender Bender']",EN,58
2487,Dollgun,"['Action', 'Ecchi', 'Martial Arts']",JA,79
2488,Dolls of God,"['Action', 'Drama', 'Mecha']",EN,72
2489,Dolly Kill Kill,"['Action', 'Horror']",EN,153
2490,Domestic Girlfriend,"['Drama', 'Romance', 'School']",EN,276
2491,Dominate the Three Realms,"['Action', 'Adventure', 'Fantasy']",EN,219
2492,Dominated by the Powerful Top,"['Drama', 'Romance', 'Shounen Ai']",EN,66
2493,Dominating the town,"['Action', 'Adventure']",EN,201
2494,Dominating the World by Stopping Time,"['Action', 'Adventure', 'Fantasy']",EN,3
2495,Don's Adventure in Another World,"['Action', 'Comedy', 'Drama']",EN,394
2496,"Don't Blush, Sekime-san!","['Comedy', 'Romance', 'School']",EN,43
2497,Don't Call Me Miss Succubus,"['Comedy', 'Drama', 'Ecchi']",EN,7
2498,"Don't change, Ogata-kun!","['Comedy', 'School', 'Shounen']",EN,7
2499,Don't Cry,"['Drama', 'Fantasy', 'Romance']",EN,23
2500,"Don't cry, little Demon King","['Comedy', 'Fantasy', 'Supernatural']",EN,49.5
2501,Don't Destroy Humanity,"['Comedy', 'Sci-Fi', 'Seinen']",EN,31
2502,"Don't Do This, Your Majesty","['Fantasy', 'Romance']",EN,19
2503,Don't Expect That Kind of Persona From Me,"['Comedy', 'School', 'Shounen']",EN,16
2504,Don't Fall for the Villainess,"['Drama', 'Fantasy', 'Romance']",EN,13
2505,Don't Fall in Love with Mugi-kun,"['Josei', 'Romance', 'Slice of Life']",EN,15
2506,Don't Fall In Love!,"['Drama', 'Romance', 'Shoujo Ai']",EN,13
2507,Don't Forget These Feelings,"['Comedy', 'Drama', 'Romance']",EN,9
2508,Don't Get Caught! xxx,"['Drama', 'Yaoi']",EN,24
2509,"Don't Get Me Wrong, I'm the Real Victim!","['Action', 'Fantasy', 'Horror']",EN,17
2510,Don't Go to Wendy the Florist,"['Drama', 'Fantasy', 'Historical']",EN,99
2511,Don't Hate,"['Comedy', 'Fantasy']",EN,250
2512,Don't Kiss Me,"['Drama', 'Romance', 'Yaoi']",EN,5
2513,Don't Overlook the Reincarnated Granny: The Second Life of a Former Villainous Empress,"['Adventure', 'Fantasy']",EN,5
2514,"Don't Think That I'll Be Cute Forever! ~If You Make a Wish from the Sacred Stone, You'll Become the World's Strongest Beautiful Girl~","['Action', 'Comedy', 'Fantasy']",EN,1
2515,Don't Touch Kotesashi,"['Ecchi', 'Harem', 'Romance']",JA,57
2516,"Don't Toy With Me, Miss Nagatoro","['Comedy', 'Romance', 'Slice of Life']",EN,131
2517,Don't XXX With Teachers!,"['Comedy', 'Ecchi', 'School']",EN,39
2518,Don’t Be Soft Rice Man,"['Fantasy', 'Shounen Ai', 'Slice of Life']",EN,48
2519,Don’t Cry,"['Romance', 'Slice of Life']",EN,115
2520,"Don’t Flirt With Me, CEO","['Comedy', 'Romance']",EN,80
2521,Don’t Ignore Me,"['Romance', 'Shounen Ai']",EN,1
2522,Don’t Provoke the Puppy,"['Drama', 'Fantasy', 'Historical']",EN,1
2523,Doodle for Food,['Slice of Life'],EN,500
2524,Doom Summoner,"['Action', 'Fantasy', 'Supernatural']",EN,2
2525,Doomsday Girlfriend: My Backyard Leads to Doomsday,"['Adventure', 'Harem', 'Romance']",nedoločen,10
2526,DOOOOM!,"['Horror', 'Mystery', 'Seinen']",JA,9.5
2527,Dopeman,"['Action', 'Police', 'Supernatural']",EN,8
2528,Doppel-san,"['Comedy', 'Romance', 'School']",EN,10
2529,Doppelganger,"['Drama', 'Romance', 'Sports']",EN,1
2530,Dorabase: Doraemon Super Baseball Gaiden,"['Comedy', 'Kids', 'Sports']",EN,22
2531,Doraemon,"['Adventure', 'Comedy', 'Kids']",JA,823
2532,Doraemon (Colored Edition),"['Comedy', 'Kids']",EN,806
2533,Doraemon Long Stories,"['Adventure', 'Comedy', 'Fantasy']",EN,0
2534,Doraemon Plus,"['Comedy', 'Sci-Fi', 'Shounen']",JA,104
2535,Dorahachi,"['Action', 'Comedy', 'Drama']",JA,7
2536,Dore Dake Doryoku Shite Mo Mannen Level 0 No Ore Wa Tsuihou Sareta,"['Action', 'Adventure', 'Comedy']",JA,4
2537,Dorei Shounin Shika Sentakushi Ga Nai Desu Yo? ~Harem? Nani Sore Oishii No?~,"['Adventure', 'Comedy', 'Ecchi']",JA,50
2538,"Dorei Tensei: Sono Dorei, Saikyou No Moto Ouji Ni Tsuki","['Action', 'Adventure', 'Fantasy']",EN,116
2539,Dorei Yuugi (Kimura Takashi),"['Game', 'Psychological', 'Shounen']",EN,61
2540,Doridosim,"['Comedy', 'Drama', 'Romance']",EN,79.5
2541,Dorohedoro,"['Action', 'Comedy', 'Fantasy']",EN,167.5
2542,Doron Dororon,"['Action', 'Comedy', 'Supernatural']",EN,37
2543,Dorondororon,"['Action', 'Fantasy', 'Shounen']",JA,16
2544,Dororo,"['Action', 'Adventure', 'Demons']",EN,19
2545,Dororo Bon,"['Action', 'Adventure', 'Seinen']",EN,38
2546,Dororo Re:Verse,"['Action', 'Drama', 'Fantasy']",EN,18
2547,Dororonpa!,"['Comedy', 'Shoujo', 'Supernatural']",JA,0
2548,Dorothea,"['Action', 'Drama', 'Fantasy']",nedoločen,0
2549,Double,"['Drama', 'Josei', 'Psychological']",EN,13.5
2550,Double Click,"['Action', 'Comedy', 'Drama']",EN,84
2551,Double Cultivation,"['Action', 'Adventure', 'Martial Arts']",EN,193
2552,Double Detective of Me and You,"['Adventure', 'Drama', 'Psychological']",JA,16
2553,Double Play,"['Comedy', 'Ecchi', 'Romance']",EN,18
2554,Double Road,"['Action', 'Fantasy']",EN,4
2555,Double Taisei,"['Game', 'Psychological', 'Shounen']",EN,27.5
2556,"Double the Trouble, Twice as Nice","['Romance', 'Sci-Fi', 'Shoujo']",EN,2
2557,Double-Binded By Love,"['Drama', 'Fantasy', 'Josei']",EN,5
2558,Doubt,"['Mystery', 'Psychological', 'Shounen']",EN,20.5
2559,Doubt! (Amano Sakuya),"['Comedy', 'Harem', 'Romance']",EN,15
2560,Doubt!!,"['Drama', 'Romance', 'School']",nedoločen,0
2561,Doubtful Family Planning,"['Fantasy', 'Yaoi']",EN,3
2562,Doughnuts under a Crescent Moon,"['Drama', 'Shoujo Ai', 'Slice of Life']",EN,20.5
2563,Doujima-Kun Won’T Be Disturbed,"['Comedy', 'Romance', 'School']",EN,31.2
2564,"Douka, Nerawanaide Kudasai","['Comedy', 'Drama', 'Romance']",EN,8
2565,"Doumo, Yuusha no Chichi desu",['Adventure'],EN,4
2566,Doupo Cangqiong,"['Action', 'Adventure', 'Comedy']",EN,409
2567,Dousei Jidai,"['Seinen', 'Slice of Life']",EN,20
2568,Dousei Recipe,"['Comedy', 'Ecchi', 'Romance']",nedoločen,0
2569,Douyara Watashi No Karada Wa Kanzen Muteki No You Desu Ne,"['Comedy', 'Fantasy']",EN,48
2570,Down To Earth,['Romance'],EN,149
2571,Dr. Choi Tae-Soo,"['Drama', 'Psychological', 'Slice of Life']",EN,131
2572,Dr. DMAT: Gareki no Shita no Hippocrates,"['Drama', 'Seinen', 'Slice of Life']",JA,82
2573,Dr. Frost,"['Drama', 'Mystery', 'Psychological']",EN,259
2574,Dr. Hound,"['Drama', 'Horror', 'Mystery']",EN,5
2575,Dr. Koto Shinryoujo,"['Drama', 'Romance', 'Seinen']",JA,277
2576,Dr. Kumahige,"['Drama', 'Seinen']",EN,27
2577,Dr. Ramune -Mysterious Disease Specialist-,"['Psychological', 'Shounen', 'Supernatural']",EN,27
2578,Dr. Rurru,"['Comedy', 'Ecchi', 'Romance']",JA,12.2
2579,Dr. Slump,"['Comedy', 'Sci-Fi', 'Shounen']",EN,236
2580,Dr. Stone,"['Adventure', 'Sci-Fi', 'Shounen']",EN,232.5
2581,Dr. Stone Reboot: Byakuya,"['Adventure', 'Sci-Fi', 'Shounen']",EN,9
2582,Dr.Eggs,['Adventure'],JA,43
2583,Dracula Yakin!,"['Comedy', 'Romance', 'Slice of Life']",EN,8
2584,Dragnarok,['Fantasy'],EN,25
2585,Dragnarok Descendants,['Fantasy'],EN,30
2586,Dragon and Phoenix Flip,"['Drama', 'Romance', 'Shounen Ai']",EN,61.2
2587,Dragon Ball,"['Action', 'Adventure', 'Comedy']",EN,194
2588,Dragon Ball (Color Edition),"['Action', 'Adventure', 'Comedy']",EN,194
2589,Dragon Ball SD,"['Action', 'Adventure', 'Comedy']",EN,78
2590,Dragon Ball Super,"['Action', 'Comedy', 'Martial Arts']",EN,94
2591,Dragon Ball Super (Color Edition),"['Action', 'Comedy', 'Shounen']",EN,88
2592,Dragon Ball Super: Digital Colored Comics,"['Action', 'Adventure', 'Fantasy']",EN,8
2593,Dragon Ball x Death Note,"['Comedy', 'Drama']",EN,10
2594,Dragon Ball Z,"['Action', 'Adventure', 'Comedy']",EN,325
2595,Dragon Ball Z (Color Edition),"['Action', 'Adventure', 'Comedy']",EN,325
2596,Dragon Circus,"['Fantasy', 'Mystery', 'Sci-Fi']",EN,6
2597,Dragon Goes House-Hunting,"['Comedy', 'Fantasy', 'Shounen']",EN,38.5
2598,Dragon Head,"['Action', 'Drama', 'Horror']",EN,89
